num,name,blog or review,visitor review content 
2,배곧 카츠오모이,방문자 리뷰,맛있어서 재방문했어요 등심이랑 안심주문했는데 개인적으로 안심이 더 맛있숴요 입에 슥 넣으면 삭 녹아보림
3,배곧 카츠오모이,방문자 리뷰,"두번째 방문이에요~ 오늘 일찍와서 11시에 첫번째로 주문을 했어요 ㅎ 조리시간이 있어서 자리에 앉아서도 조금은 기다려야 해요. 그래도 기다린 보람이 있습니다. 먹는순간 고기가 부드럽고 진짜 맛있어요! 중간에 필요한건 없냐고 물어봐주시고 친절히 말씀해 주십니다 ㅎ 샐러드,밥,국은 리필이 되어요. 전 원래 돈카츠 먹을때 항상 소스에 찍어 먹었는데 이 곳은 화이트트러플소금과 와사비랑 먹는게 젤 맛있어요! 담엔 가족들 데리고 다시 한번 오고 싶어요~~"
4,배곧 카츠오모이,방문자 리뷰,"육질굿
부드럽고 맛있어요
3번째도전해서 먹었어요^^"
5,배곧 카츠오모이,방문자 리뷰,"한정수량 판매와 사장님 혼자운영하셔서 평일에도 대기가 있지만 기다려서먹을만한 충분한 가치가 있는 맛입니다. 혼자하시지만 항상 정중하고 친절하게 대해주
시고 차분하셔서 너무 좋고 일단 맛있습니다. 주기적으로 먹어야하는곳입니다! 샐러드도 신선하고 밥도 맛있고 샐러드소스, 카레 뭐하나 빠지지않네요"
6,배곧 카츠오모이,방문자 리뷰,"계속 먹어도 너무맛있어요.
전 안심이랑 카레밥이 너무 재스타일이예요."
7,배곧 카츠오모이,방문자 리뷰,"맛있어요!!!
개인적으로 트러플 소금에 찍어먹으니 더 맛있네요 ㅎㅎ"
8,배곧 카츠오모이,방문자 리뷰,돼지고기를 미디엄으로 먹어본 적이 없었는데 일반 돈가스에서는 느껴볼수없었던 부드러움과 쫄깃함이 일품이었습니다 그리고 추가해서 먹었던 카레와 식감있는 밥또한 매우잘어울렸구요 기본적으로 미디움굽기로 드시는거 추천드리며 안심등심 섞인 메뉴를 즐겨먹지만 느끼한거 힘드신분들은 안심 추천드립니다 함께찍어먹는 트러플소금과 와사비 짱입니다 웨이팅때문에 못먹은적도 있지만 기본 11시30분 오픈이니까 11시부터 가계시면 드실수있으실거예요 ㅎㅎ 존맛 ㅠ
9,배곧 카츠오모이,방문자 리뷰,진짜 맛있어요! 나오고 바로 먹는 첫 맛이 최고에요! 대기시간 있고 일일 한정판매라 아무때나 못먹을 확률이 많아서 너무 아쉬워요 ㅠㅠ
10,배곧 카츠오모이,방문자 리뷰,"언제나 특별한 카츠오모이!
이날은 평소보다 다소 등심이 질긴 느낌이었지만
그래도 맛있게 먹었습니다!"
11,배곧 카츠오모이,방문자 리뷰,돈까스 1티어 끝판왕. 웨이팅만 조금 힘들어요ㅜㅜ 기다릴가치가 충분한 맛입니다! 주차 편하궁ᆢㄷ
12,배곧 카츠오모이,방문자 리뷰,바삭한 돈까스는 아니네요.. 등심과 특등심은 조금 느끼한 편이고 안심이 부드러워 맛있습니다.  대기줄 보고 일찍 오픈해주셔 바로 먹을수 있었습니다. 직원분 친절하시고 요리하는거 바로 볼수 있어 좋았습니다.
13,배곧 카츠오모이,방문자 리뷰,돈까스 맛있어요..
14,배곧 카츠오모이,방문자 리뷰,국
15,배곧 카츠오모이,방문자 리뷰,킹갓츠오모이
16,배곧 카츠오모이,방문자 리뷰,평일에 갔는데도 1시간 반을 기다려야되더라구요ㅜ 겨우 시간 내서 갔던거라 기다렸다 먹었는데 진짜 맛있었어요^^ 호불호있다는 트러플 소금 저는 극호였습니다ㅎㅎ 그리고 사장님이신지 요리하랴 치우랴 엄청 분주하신데도 친절하셨어요. 만족해서 시간날때 또 갈거예요ㅋ
17,배곧 카츠오모이,방문자 리뷰,맛집이네요
18,배곧 카츠오모이,방문자 리뷰,1시 넘어갔더니 대기가 없네요^^
19,배곧 카츠오모이,방문자 리뷰,맛은 항상 좋네요 ㅎㅎ 늦어도 11시까지는 가게 앞에 가있어야 많이 기다리지 않고 먹을 수 있어요
20,배곧 카츠오모이,방문자 리뷰,"두분이서 하시는데 친절하셨고 음식도 맛있었어요! 고기가 굉장히 부드럽습니다. 개인적으로 명이나물이 같이 나와서 좋았습니다~ 선결제 후 문자가 오면 가게입
장 후 자리를 안내해 주십니다. 자리는 길게 이어져 있는 테이블로 옆으로 나란히 쭉 앉는 형식입니다. 가게가 크진 않아요. 오전 11시에 갔는데 오후 12시에 제 순
서가 되었어요. 그리고 12시17분이 되자 재료소진으로 마감이라 하시더라구요. 드실분들은 오전 일찍 오셔야 좋을것 같습니다. 오픈 후 오면 기본 대기 1시..."
21,배곧 카츠오모이,방문자 리뷰,돈까스 1티어 끝판왕. 웨이팅만 조금 힘들어요ㅜㅜ 기다릴가치가 충분한 맛입니다! 주차 편하궁ᆢㄷ
22,배곧 카츠오모이,방문자 리뷰,바삭한 돈까스는 아니네요.. 등심과 특등심은 조금 느끼한 편이고 안심이 부드러워 맛있습니다.  대기줄 보고 일찍 오픈해주셔 바로 먹을수 있었습니다. 직원분 친절하시고 요리하는거 바로 볼수 있어 좋았습니다.
23,배곧 카츠오모이,방문자 리뷰,돈까스 맛있어요..
24,배곧 카츠오모이,방문자 리뷰,국
25,배곧 카츠오모이,방문자 리뷰,킹갓츠오모이
26,배곧 카츠오모이,방문자 리뷰,평일에 갔는데도 1시간 반을 기다려야되더라구요ㅜ 겨우 시간 내서 갔던거라 기다렸다 먹었는데 진짜 맛있었어요^^ 호불호있다는 트러플 소금 저는 극호였습니다ㅎㅎ 그리고 사장님이신지 요리하랴 치우랴 엄청 분주하신데도 친절하셨어요. 만족해서 시간날때 또 갈거예요ㅋ
27,배곧 카츠오모이,방문자 리뷰,맛집이네요
28,배곧 카츠오모이,방문자 리뷰,1시 넘어갔더니 대기가 없네요^^
29,배곧 카츠오모이,방문자 리뷰,맛은 항상 좋네요 ㅎㅎ 늦어도 11시까지는 가게 앞에 가있어야 많이 기다리지 않고 먹을 수 있어요
30,배곧 카츠오모이,방문자 리뷰,"두분이서 하시는데 친절하셨고 음식도 맛있었어요! 고기가 굉장히 부드럽습니다. 개인적으로 명이나물이 같이 나와서 좋았습니다~ 선결제 후 문자가 오면 가게입
장 후 자리를 안내해 주십니다. 자리는 길게 이어져 있는 테이블로 옆으로 나란히 쭉 앉는 형식입니다. 가게가 크진 않아요. 오전 11시에 갔는데 오후 12시에 제 순
서가 되었어요. 그리고 12시17분이 되자 재료소진으로 마감이라 하시더라구요. 드실분들은 오전 일찍 오셔야 좋을것 같습니다. 오픈 후 오면 기본 대기 1시..."
31,배곧 카츠오모이,방문자 리뷰,돈까스 1티어 끝판왕. 웨이팅만 조금 힘들어요ㅜㅜ 기다릴가치가 충분한 맛입니다! 주차 편하궁ᆢㄷ
32,배곧 카츠오모이,방문자 리뷰,바삭한 돈까스는 아니네요.. 등심과 특등심은 조금 느끼한 편이고 안심이 부드러워 맛있습니다.  대기줄 보고 일찍 오픈해주셔 바로 먹을수 있었습니다. 직원분 친절하시고 요리하는거 바로 볼수 있어 좋았습니다.
33,배곧 카츠오모이,방문자 리뷰,돈까스 맛있어요..
34,배곧 카츠오모이,방문자 리뷰,국
35,배곧 카츠오모이,방문자 리뷰,킹갓츠오모이
36,배곧 카츠오모이,방문자 리뷰,평일에 갔는데도 1시간 반을 기다려야되더라구요ㅜ 겨우 시간 내서 갔던거라 기다렸다 먹었는데 진짜 맛있었어요^^ 호불호있다는 트러플 소금 저는 극호였습니다ㅎㅎ 그리고 사장님이신지 요리하랴 치우랴 엄청 분주하신데도 친절하셨어요. 만족해서 시간날때 또 갈거예요ㅋ
37,배곧 카츠오모이,방문자 리뷰,맛집이네요
38,배곧 카츠오모이,방문자 리뷰,1시 넘어갔더니 대기가 없네요^^
39,배곧 카츠오모이,방문자 리뷰,맛은 항상 좋네요 ㅎㅎ 늦어도 11시까지는 가게 앞에 가있어야 많이 기다리지 않고 먹을 수 있어요
40,배곧 카츠오모이,방문자 리뷰,"두분이서 하시는데 친절하셨고 음식도 맛있었어요! 고기가 굉장히 부드럽습니다. 개인적으로 명이나물이 같이 나와서 좋았습니다~ 선결제 후 문자가 오면 가게입
장 후 자리를 안내해 주십니다. 자리는 길게 이어져 있는 테이블로 옆으로 나란히 쭉 앉는 형식입니다. 가게가 크진 않아요. 오전 11시에 갔는데 오후 12시에 제 순
서가 되었어요. 그리고 12시17분이 되자 재료소진으로 마감이라 하시더라구요. 드실분들은 오전 일찍 오셔야 좋을것 같습니다. 오픈 후 오면 기본 대기 1시..."
41,배곧 카츠오모이,방문자 리뷰,.
42,배곧 카츠오모이,방문자 리뷰,최고에요
43,배곧 카츠오모이,방문자 리뷰,굿~!!^^
44,배곧 카츠오모이,방문자 리뷰,안심 부드럽고 맛있슴!!!!🤩
45,배곧 카츠오모이,방문자 리뷰,굿굿굿굿굿굿구ㅛ굿굿굿굿 최고
46,배곧 카츠오모이,방문자 리뷰,최고에요 
47,배곧 카츠오모이,방문자 리뷰,"한번 실패 했었고 오픈 시간에 찾아간 카츠오모이 본점 11시 30분 오픈인데 20분쯤 갔더니 정문 앞에 대기팀이 4팀 정도 있었어요 13?14?명 정도까지는 한 타임
에 다 들어갈 수 있는 거 같애요 보통 2명이라 치면 6-7팀 정도??  첫타임으로 들어가서 먹었고 다 맛보고 싶어서 2인세트 시켰는데 고기양이 3인분...? ㅋㅋㅋㅋ 
너무 배불러서 조금 남겼어요.. ㅠㅠ 등심 안심 프미엄등심 먹었는데 안심 프리미엄등심 등심 순으로 맛있었어요 (개취) 계속 반찬이나 트러플 소금? 떨어지..."
48,배곧 카츠오모이,방문자 리뷰,"최곱니다..
여친도 푹 빠졌네용😀"
49,배곧 카츠오모이,방문자 리뷰,좋아요
50,배곧 카츠오모이,방문자 리뷰,맛있고사장님도친절해요.
51,배곧 카츠오모이,방문자 리뷰,.
52,배곧 카츠오모이,방문자 리뷰,최고에요
53,배곧 카츠오모이,방문자 리뷰,굿~!!^^
54,배곧 카츠오모이,방문자 리뷰,안심 부드럽고 맛있슴!!!!🤩
55,배곧 카츠오모이,방문자 리뷰,굿굿굿굿굿굿구ㅛ굿굿굿굿 최고
56,배곧 카츠오모이,방문자 리뷰,최고에요 
57,배곧 카츠오모이,방문자 리뷰,"한번 실패 했었고 오픈 시간에 찾아간 카츠오모이 본점 11시 30분 오픈인데 20분쯤 갔더니 정문 앞에 대기팀이 4팀 정도 있었어요 13?14?명 정도까지는 한 타임
에 다 들어갈 수 있는 거 같애요 보통 2명이라 치면 6-7팀 정도??  첫타임으로 들어가서 먹었고 다 맛보고 싶어서 2인세트 시켰는데 고기양이 3인분...? ㅋㅋㅋㅋ 
너무 배불러서 조금 남겼어요.. ㅠㅠ 등심 안심 프미엄등심 먹었는데 안심 프리미엄등심 등심 순으로 맛있었어요 (개취) 계속 반찬이나 트러플 소금? 떨어지..."
58,배곧 카츠오모이,방문자 리뷰,"최곱니다..
여친도 푹 빠졌네용😀"
59,배곧 카츠오모이,방문자 리뷰,좋아요
60,배곧 카츠오모이,방문자 리뷰,맛있고사장님도친절해요.
61,배곧 카츠오모이,방문자 리뷰,좋아요
62,배곧 카츠오모이,방문자 리뷰,맛있어요
63,배곧 카츠오모이,방문자 리뷰,평일에도 웨이팅이 있긴한데 기다려서 먹을 정도로 충분히 맛있는 가게네요
64,배곧 카츠오모이,방문자 리뷰,맛있었어요~ 근데 홍대나 이런데 가면 비슷한 맛들 많았던 것 같아용 ㅎ 그래도 배곧에서 먹어볼 수 있어서 좋았고 사이드로 시킨 카레도 맛있네용^^ 임산부인데 웰던은 퍽퍽할 것 같고미디움은 또 너무 그래서 조금 더 익혀주시고 친절하셔서 기분 좋게 먹고 갑니다!
65,배곧 카츠오모이,방문자 리뷰,너무 맛있어요
66,배곧 카츠오모이,방문자 리뷰,너무너무 맛있어요!!
67,배곧 카츠오모이,방문자 리뷰,바로 눈앞에서 조리하니까 좋아요
68,배곧 카츠오모이,방문자 리뷰,덩치큰분은 사실 잘모르겠는데 그 안에서 조리하시던 분들은 너무 친절하셨어요 특히 마지막까지 앞에 계셨던 사장님이 정말 친절하셔서 기분좋게 먹고 왔네요 돈까스는 물론 맛있었어요👍
69,배곧 카츠오모이,방문자 리뷰,"돈까스 탑
친절하고 맛있어요"
70,배곧 카츠오모이,방문자 리뷰,"줄 서서 먹을 만 해요!
고기가 정말 부드러워요
카레라이스도 맛있습니다:)"
71,배곧 카츠오모이,방문자 리뷰,좋아요
72,배곧 카츠오모이,방문자 리뷰,맛있어요
73,배곧 카츠오모이,방문자 리뷰,평일에도 웨이팅이 있긴한데 기다려서 먹을 정도로 충분히 맛있는 가게네요
74,배곧 카츠오모이,방문자 리뷰,맛있었어요~ 근데 홍대나 이런데 가면 비슷한 맛들 많았던 것 같아용 ㅎ 그래도 배곧에서 먹어볼 수 있어서 좋았고 사이드로 시킨 카레도 맛있네용^^ 임산부인데 웰던은 퍽퍽할 것 같고미디움은 또 너무 그래서 조금 더 익혀주시고 친절하셔서 기분 좋게 먹고 갑니다!
75,배곧 카츠오모이,방문자 리뷰,너무 맛있어요
76,배곧 카츠오모이,방문자 리뷰,너무너무 맛있어요!!
77,배곧 카츠오모이,방문자 리뷰,바로 눈앞에서 조리하니까 좋아요
78,배곧 카츠오모이,방문자 리뷰,덩치큰분은 사실 잘모르겠는데 그 안에서 조리하시던 분들은 너무 친절하셨어요 특히 마지막까지 앞에 계셨던 사장님이 정말 친절하셔서 기분좋게 먹고 왔네요 돈까스는 물론 맛있었어요👍
79,배곧 카츠오모이,방문자 리뷰,"돈까스 탑
친절하고 맛있어요"
80,배곧 카츠오모이,방문자 리뷰,"줄 서서 먹을 만 해요!
고기가 정말 부드러워요
카레라이스도 맛있습니다:)"
81,배곧 카츠오모이,방문자 리뷰,좋아요
82,배곧 카츠오모이,방문자 리뷰,맛있어요
83,배곧 카츠오모이,방문자 리뷰,평일에도 웨이팅이 있긴한데 기다려서 먹을 정도로 충분히 맛있는 가게네요
84,배곧 카츠오모이,방문자 리뷰,맛있었어요~ 근데 홍대나 이런데 가면 비슷한 맛들 많았던 것 같아용 ㅎ 그래도 배곧에서 먹어볼 수 있어서 좋았고 사이드로 시킨 카레도 맛있네용^^ 임산부인데 웰던은 퍽퍽할 것 같고미디움은 또 너무 그래서 조금 더 익혀주시고 친절하셔서 기분 좋게 먹고 갑니다!
85,배곧 카츠오모이,방문자 리뷰,너무 맛있어요
86,배곧 카츠오모이,방문자 리뷰,너무너무 맛있어요!!
87,배곧 카츠오모이,방문자 리뷰,바로 눈앞에서 조리하니까 좋아요
88,배곧 카츠오모이,방문자 리뷰,덩치큰분은 사실 잘모르겠는데 그 안에서 조리하시던 분들은 너무 친절하셨어요 특히 마지막까지 앞에 계셨던 사장님이 정말 친절하셔서 기분좋게 먹고 왔네요 돈까스는 물론 맛있었어요👍
89,배곧 카츠오모이,방문자 리뷰,"돈까스 탑
친절하고 맛있어요"
90,배곧 카츠오모이,방문자 리뷰,"줄 서서 먹을 만 해요!
고기가 정말 부드러워요
카레라이스도 맛있습니다:)"
1,배곧 초당옥도나스라운지,방문자 리뷰,"크림자체를 좋아하는편이아닌데 여기는 우유크림이 진짜 환상이예요..
다음에오면 무조건  초당우유만 살듯...!
커피는 그냥...드립커피같습니다"
2,배곧 초당옥도나스라운지,방문자 리뷰,매장도 깨끗하고 자리도 띄엄띄엄 있어서 친구들이랑 얘기하기도 편하고 매장 직원들도 다 친절하셔서 너무 좋은거같아요 1층에 빵도 파는데 빵사가지고 올라와서 편하게 먹을수있어서 좋은거같아요:-)
3,배곧 초당옥도나스라운지,방문자 리뷰,주변 주차 편리하고 매장 깨끗합니다 도나쓰 안좋아하시는분들도 부담없이 드실 수 있는 맛 진짜 강추 합니다+직원분들 진짜진짜 친절하시고 미남미녀셔서 기분 좋게 휴식 하다가 갑니당!!! 
4,배곧 초당옥도나스라운지,방문자 리뷰,정확히 뷰만.. 그것도 전봇대 제외한 뷰만 좋습니다! 주말에 방문하기도 했고 도너츠가 메인이라서 그런지 2층 카페는 전체적으로 어수선하니 자리 정돈도 하나도 안되어 있고 접시도 물기 가득해서 도너츠 아니였으면 여기 앉아서 안먹었을 것같아요~ 절반은 창고 느낌이고 절반만 그나마 카페 느낌이에요!
5,배곧 초당옥도나스라운지,방문자 리뷰,뷰가 너무 예뻐요 :)
6,배곧 초당옥도나스라운지,방문자 리뷰,빵을 좋아하는편이 아닌데 제가 맛있을 정도면 빵이 정말 맛있는거라고 생각합니다^^ 라운지 뷰가 정말 좋고 직원들도 바쁜와중에 정말 친절하시네요 다음에 오이도 방문할때 꼭 재방문 하겠습니다 (방문하실때 빵은 1층에서만 구매가능하네요!) 다른분들 2층왔다가 가는일 없으셨으면 합니다!!
7,배곧 초당옥도나스라운지,방문자 리뷰,매장 너무 깨끗하고 뷰도 너무좋아요!!!!!직원분들 너무친절하세요!!!! 특히 팔에 장미타투있으신 직원분 친절하세욤 빵도 너무맛있고 재방문의사 100프로입니다 ㅎㅎ!
8,배곧 초당옥도나스라운지,방문자 리뷰,"옥수수맛은 괜찮은데 가격대비 굳이..
한박스씩만 사야되는것도 아쉬워요"
9,배곧 초당옥도나스라운지,방문자 리뷰,"바다를 바라보며 옥수수 도넛과 커피한잔의 여유.. 
너무 좋네요.."
10,배곧 초당옥도나스라운지,방문자 리뷰,"뷰도 좋고 깨끗해요! 전자레인지도 안에 있어서 도넛 돌려먹을 수 있어서 좋았어요!
직원분들도 너무 친절하셔요!!!"
11,배곧 초당옥도나스라운지,방문자 리뷰,뷰가 좋고 맛있어요
12,배곧 초당옥도나스라운지,방문자 리뷰,"유리창엔 카페라고 써있지만, 올라가보니 카페가 아니라 라운지 :) 그래서 다소 어수선하고 바닥이 좀 더럽네요."
13,배곧 초당옥도나스라운지,방문자 리뷰,"빵 너무 맛있어용 커피도 최고에요 👍
뷰도 너무 예쁘고 사진도 잘나와요 !!! 
직원분들 너무 친절하세요 :) 재방문의사 백프로 !!"
14,배곧 초당옥도나스라운지,방문자 리뷰,커피와 오렌지주스. 심플. 뷰가 좋은데 저렴해서 가성비좋음.
15,배곧 초당옥도나스라운지,방문자 리뷰,"뷰가좋아요~
초당옥도나스랑 어울려요~"
16,배곧 초당옥도나스라운지,방문자 리뷰,음료가 아메리카노와 오렌지쥬스 밖에 없어요 ㅠ
17,배곧 초당옥도나스라운지,방문자 리뷰,"뷰가넘이뻐요~~ 사장님도친절하시구요^^
번창하세요~~"
18,배곧 초당옥도나스라운지,방문자 리뷰,아메리카노가 쎄지 않아서 좋아요
19,배곧 초당옥도나스라운지,방문자 리뷰,커피 맛있어요~
20,배곧 초당옥도나스라운지,방문자 리뷰,친절하고 좋아요!!
21,배곧 초당옥도나스라운지,방문자 리뷰,뷰가 좋고 맛있어요
22,배곧 초당옥도나스라운지,방문자 리뷰,"유리창엔 카페라고 써있지만, 올라가보니 카페가 아니라 라운지 :) 그래서 다소 어수선하고 바닥이 좀 더럽네요."
23,배곧 초당옥도나스라운지,방문자 리뷰,"빵 너무 맛있어용 커피도 최고에요 👍
뷰도 너무 예쁘고 사진도 잘나와요 !!! 
직원분들 너무 친절하세요 :) 재방문의사 백프로 !!"
24,배곧 초당옥도나스라운지,방문자 리뷰,커피와 오렌지주스. 심플. 뷰가 좋은데 저렴해서 가성비좋음.
25,배곧 초당옥도나스라운지,방문자 리뷰,"뷰가좋아요~
초당옥도나스랑 어울려요~"
26,배곧 초당옥도나스라운지,방문자 리뷰,음료가 아메리카노와 오렌지쥬스 밖에 없어요 ㅠ
27,배곧 초당옥도나스라운지,방문자 리뷰,"뷰가넘이뻐요~~ 사장님도친절하시구요^^
번창하세요~~"
28,배곧 초당옥도나스라운지,방문자 리뷰,아메리카노가 쎄지 않아서 좋아요
29,배곧 초당옥도나스라운지,방문자 리뷰,커피 맛있어요~
30,배곧 초당옥도나스라운지,방문자 리뷰,친절하고 좋아요!!
31,배곧 초당옥도나스라운지,방문자 리뷰,뷰가 좋고 맛있어요
32,배곧 초당옥도나스라운지,방문자 리뷰,"유리창엔 카페라고 써있지만, 올라가보니 카페가 아니라 라운지 :) 그래서 다소 어수선하고 바닥이 좀 더럽네요."
33,배곧 초당옥도나스라운지,방문자 리뷰,"빵 너무 맛있어용 커피도 최고에요 👍
뷰도 너무 예쁘고 사진도 잘나와요 !!! 
직원분들 너무 친절하세요 :) 재방문의사 백프로 !!"
34,배곧 초당옥도나스라운지,방문자 리뷰,커피와 오렌지주스. 심플. 뷰가 좋은데 저렴해서 가성비좋음.
35,배곧 초당옥도나스라운지,방문자 리뷰,"뷰가좋아요~
초당옥도나스랑 어울려요~"
36,배곧 초당옥도나스라운지,방문자 리뷰,음료가 아메리카노와 오렌지쥬스 밖에 없어요 ㅠ
37,배곧 초당옥도나스라운지,방문자 리뷰,"뷰가넘이뻐요~~ 사장님도친절하시구요^^
번창하세요~~"
38,배곧 초당옥도나스라운지,방문자 리뷰,아메리카노가 쎄지 않아서 좋아요
39,배곧 초당옥도나스라운지,방문자 리뷰,커피 맛있어요~
40,배곧 초당옥도나스라운지,방문자 리뷰,친절하고 좋아요!!
1,배곧 윌로우 우드,방문자 리뷰,"딸기라떼, 윌로우라떼 맛있네요. 확장한 공간도 멋져요. 세련된 사람이 된 것처럼 느껴지는 공간입니다. 블랙 앤 화이트의 대비가 멋져요."
2,배곧 윌로우 우드,방문자 리뷰,쇼파자리는 단체석이라서 3인부터 앉을 수 있음. 우리는 2인이라 오후1시까지만 있을 수 있었고 1시되면 바로 다른 자리로 옮겨달라고 직원분이 말씀해주심. 옮기기뭐해서 1시에 바로 퇴장함! 라떼가 맛있음 
3,배곧 윌로우 우드,방문자 리뷰,분위기 조아오 아인슈페너 짱
4,배곧 윌로우 우드,방문자 리뷰,"배곧에 넓은 카페가 생겼다길래 가봤습니다 카운터쪽 공간은 밝고 모던한, 옆 방으로 들어가면 검정 파티션으로 전체적 무드를 무겁고 다크하게 인테리어 해놓으
셨어요 전시회 온 것 같은 세련되고 모던한 느낌이라 인테리어에 눈길이 계속 갔네요  음료와 케익도 맛있었어요 윌로우 시그니처 라떼가 정말 맛있어요 꼭드세요
  돼지바 케익(이름은 딴거임)은 너무 달아서 딸기잼을 좀만 덜 넣어주시면 더 좋을것 같아요 뷰도 좋고 사람은 많지만 조용해서자주 갈 것 같습니다 ㅎㅎ"
5,배곧 윌로우 우드,방문자 리뷰,"케이크는 정말 맜있어요
그러나 자리는 불편했어요
테이블이 낮아서 계속 몸을 숙이게 되네요 "
6,배곧 윌로우 우드,방문자 리뷰,"창가 바 자리에 앉았는데 바퀴 의자가 혼자 밀리고 불편했습니다.  그리고 하수구 냄새 신경 쓰셔야 할것같아요. 커피향은 커녕... 처음 카페 들어서자마자 인상이 찌푸려졌어요. 
음료와 케익은 괜찮았습니다. "
7,배곧 윌로우 우드,방문자 리뷰,티라미수 진자 미친놈이구요..얼그레이도 얼그레이맛이 진짜 좋아요 그리고 아메리카노진짜 존맛탱 산미없고 탄맛없고 고소 그 자체예요
8,배곧 윌로우 우드,방문자 리뷰,조용하고 괜츈
9,배곧 윌로우 우드,방문자 리뷰,배곧 오면 윌로우우드 꼭 오는데 티라미수는 장인이 만드나봐요 개존맛임 집에다두고 티라미수만 만들게하고싶음
10,배곧 윌로우 우드,방문자 리뷰,티라미수 맛있고 음료는 평범했어요 인테리어 넘 예뻐요
11,배곧 윌로우 우드,방문자 리뷰,티라미수가 진짜 맛있어요
12,배곧 윌로우 우드,방문자 리뷰,음료도 맛있고 카페 분위기도 너무 좋았어요~~!!
13,배곧 윌로우 우드,방문자 리뷰,분위기 굿. 커피 굿굿. 디저트 굿굿굿.
14,배곧 윌로우 우드,방문자 리뷰,윌로우라떼 존맛… 돼지바도 맛있어용
15,배곧 윌로우 우드,방문자 리뷰,"주차 편해요 그리고 커피 대존맛이요
근데 직원들 모두가 매우 불친절하고
특히 여자 직원분 넘나리 불친절 무서움"
16,배곧 윌로우 우드,방문자 리뷰,"디카페인이 있어서 좋았고, 흑임자라떼 크림이 넘 맛있었어요 인테리어도 이쁜데 좌석이 편한 좌석은 아님 매장은 꽤 크고 직원분도 친절해요"
17,배곧 윌로우 우드,방문자 리뷰,"분위기,인테리어 너무좋아요
티라미수 맛있어요"
18,배곧 윌로우 우드,방문자 리뷰,"동네 커피맛집 찾으러다니는거 좋아해서 방문 라떼+아인슈페너+티라미스 주문 라떼는 대중적인 커피 맛보다 못함 아인슈페너 크림도 평균정도임 인테리어는 너
무 잘해놔서 사진찍기 좋음 의자가 불편함 커피를 좋아하는 사람이라면 한번 방문해서 사진찍고 재방문하지 않을 것 같음"
19,배곧 윌로우 우드,방문자 리뷰,"오픈 마감시간 잘 안 지키시네요. 전에 왔을 땐 오픈시간 넘어서도 직원이 없어서 문의 남기니 오는 중이라고 해서(저도 카페알바 해봤지만 오픈 시간 전에 미리 와
서 준비해야 하는 거 아닌가요) 시간이 많지 않아 다른 곳으로 갔고, 오늘은 인스타나 네이버에 정상영업 한대서 조기마감한다는 다른 곳 제치고 왔더니 30분 일찍
닫는다네요? 인스타에 오늘도 정상 영업한다고 해놓으시곤 오고나니 조기마감. 온라인으로 소통 잘 하시던데 차라리 오후에라도 공지하시지 그러셨어요. ..."
20,배곧 윌로우 우드,방문자 리뷰,분위기도 너무 좋고 음료도 케이크도 너무 맛있어요ㅠㅠ
21,배곧 윌로우 우드,방문자 리뷰,티라미수가 진짜 맛있어요
22,배곧 윌로우 우드,방문자 리뷰,음료도 맛있고 카페 분위기도 너무 좋았어요~~!!
23,배곧 윌로우 우드,방문자 리뷰,분위기 굿. 커피 굿굿. 디저트 굿굿굿.
24,배곧 윌로우 우드,방문자 리뷰,윌로우라떼 존맛… 돼지바도 맛있어용
25,배곧 윌로우 우드,방문자 리뷰,"주차 편해요 그리고 커피 대존맛이요
근데 직원들 모두가 매우 불친절하고
특히 여자 직원분 넘나리 불친절 무서움"
26,배곧 윌로우 우드,방문자 리뷰,"디카페인이 있어서 좋았고, 흑임자라떼 크림이 넘 맛있었어요 인테리어도 이쁜데 좌석이 편한 좌석은 아님 매장은 꽤 크고 직원분도 친절해요"
27,배곧 윌로우 우드,방문자 리뷰,"분위기,인테리어 너무좋아요
티라미수 맛있어요"
28,배곧 윌로우 우드,방문자 리뷰,"동네 커피맛집 찾으러다니는거 좋아해서 방문 라떼+아인슈페너+티라미스 주문 라떼는 대중적인 커피 맛보다 못함 아인슈페너 크림도 평균정도임 인테리어는 너
무 잘해놔서 사진찍기 좋음 의자가 불편함 커피를 좋아하는 사람이라면 한번 방문해서 사진찍고 재방문하지 않을 것 같음"
29,배곧 윌로우 우드,방문자 리뷰,"오픈 마감시간 잘 안 지키시네요. 전에 왔을 땐 오픈시간 넘어서도 직원이 없어서 문의 남기니 오는 중이라고 해서(저도 카페알바 해봤지만 오픈 시간 전에 미리 와
서 준비해야 하는 거 아닌가요) 시간이 많지 않아 다른 곳으로 갔고, 오늘은 인스타나 네이버에 정상영업 한대서 조기마감한다는 다른 곳 제치고 왔더니 30분 일찍
닫는다네요? 인스타에 오늘도 정상 영업한다고 해놓으시곤 오고나니 조기마감. 온라인으로 소통 잘 하시던데 차라리 오후에라도 공지하시지 그러셨어요. ..."
30,배곧 윌로우 우드,방문자 리뷰,분위기도 너무 좋고 음료도 케이크도 너무 맛있어요ㅠㅠ
31,배곧 윌로우 우드,방문자 리뷰,티라미수가 진짜 맛있어요
32,배곧 윌로우 우드,방문자 리뷰,음료도 맛있고 카페 분위기도 너무 좋았어요~~!!
33,배곧 윌로우 우드,방문자 리뷰,분위기 굿. 커피 굿굿. 디저트 굿굿굿.
34,배곧 윌로우 우드,방문자 리뷰,윌로우라떼 존맛… 돼지바도 맛있어용
